observer_summit_id,observer_latitude,observer_longitude,observer_elevation,target_summit_id,target_latitude,target_longitude,target_elevation,distance,contrast
479883,39.0275,67.6278,4252.18,299351,35.2875,68.7422,4825.3,427423,0.032
479883,39.0275,67.6278,4252.18,310123,35.3439,68.9544,4794.76,426107,0.0337
481565,35.3269,66.7597,4246.03,411432,39.0881,67.9208,4492.08,430669,0.0284
491983,35.4128,68.7453,4208.19,97267,39.1981,68.1953,5457.35,423704,0.0338
491983,35.4128,68.7453,4208.19,139596,39.1503,68.3186,5300.24,417300,0.0348
491983,35.4128,68.7453,4208.19,172551,39.3289,70.0447,5189.77,450319,0.0258
491983,35.4128,68.7453,4208.19,191141,39.1897,68.2936,5131.45,421866,0.0319
491983,35.4128,68.7453,4208.19,224460,39.2111,68.2842,5034.65,424313,0.0304
491983,35.4128,68.7453,4208.19,227216,39.2711,69.5722,5027.1,435199,0.0281
491983,35.4128,68.7453,4208.19,285451,39.0728,68.5625,4864.64,407294,0.0346
491983,35.4128,68.7453,4208.19,301937,39.2683,69.3567,4818.13,432102,0.0269
491983,35.4128,68.7453,4208.19,324184,39.1756,68.98,4754.96,418918,0.0296
491983,35.4128,68.7453,4208.19,341869,39.1217,69.6481,4704.58,420069,0.0323
491983,35.4128,68.7453,4208.19,367006,39.0933,69.0186,4632.23,409966,0.0325
491983,35.4128,68.7453,4208.19,383612,39.1019,67.7911,4581.69,418803,0.0323
491983,35.4128,68.7453,4208.19,400830,39.2028,68.8069,4526.67,421463,0.0266
491983,35.4128,68.7453,4208.19,401817,39.0483,69.1169,4523.39,405584,0.0341
491983,35.4128,68.7453,4208.19,407356,39.1222,69.5947,4505.53,419252,0.031
491983,35.4128,68.7453,4208.19,409404,39.095,69.5367,4498.82,415384,0.0322
491983,35.4128,68.7453,4208.19,409416,39.2594,68.7556,4498.78,427723,0.0242
491983,35.4128,68.7453,4208.19,442365,39.1628,69.9131,4386.49,429576,0.028
491983,35.4128,68.7453,4208.19,457180,39.0083,69.4717,4334.15,404938,0.0352
491983,35.4128,68.7453,4208.19,457399,39.0825,67.6689,4333.34,419017,0.0313
491983,35.4128,68.7453,4208.19,479883,39.0275,67.6278,4252.18,413926,0.0332
498519,39.1006,68.7411,4183.85,212869,35.3686,68.7953,5067.99,415006,0.032
498519,39.1006,68.7411,4183.85,269806,35.4344,69.2481,4908.34,410121,0.0356
498519,39.1006,68.7411,4183.85,299351,35.2875,68.7422,4825.3,423997,0.027
498519,39.1006,68.7411,4183.85,310123,35.3439,68.9544,4794.76,418152,0.0299
498519,39.1006,68.7411,4183.85,377318,35.4586,69.1836,4601.39,406858,0.0344
498519,39.1006,68.7411,4183.85,460933,35.4192,69.0883,4320.73,410503,0.0306
498519,39.1006,68.7411,4183.85,491983,35.4128,68.7453,4208.19,410064,0.0283
502441,39.0897,69.3322,4169.33,198884,35.4858,69.61,5108.45,401487,0.0393
502441,39.0897,69.3322,4169.33,212869,35.3686,68.7953,5067.99,416486,0.034
502441,39.0897,69.3322,4169.33,269806,35.4344,69.2481,4908.34,406518,0.0344
502441,39.0897,69.3322,4169.33,284481,35.0833,68.3094,4867.37,454625,0.0216
502441,39.0897,69.3322,4169.33,299351,35.2875,68.7422,4825.3,426000,0.029
502441,39.0897,69.3322,4169.33,310123,35.3439,68.9544,4794.76,417853,0.0308
502441,39.0897,69.3322,4169.33,312197,35.2425,68.6644,4788.99,431857,0.0271
502441,39.0897,69.3322,4169.33,377318,35.4586,69.1836,4601.39,403973,0.0338
502441,39.0897,69.3322,4169.33,460933,35.4192,69.0883,4320.73,408710,0.0306
502441,39.0897,69.3322,4169.33,491983,35.4128,68.7453,4208.19,412136,0.0304
503862,39.0583,69.1931,4164.1,269806,35.4344,69.2481,4908.34,402988,0.0357
503862,39.0583,69.1931,4164.1,377318,35.4586,69.1836,4601.39,400269,0.0345
503862,39.0583,69.1931,4164.1,460933,35.4192,69.0883,4320.73,404755,0.0314
520640,34.2081,69.5903,4102.81,442010,34.2297,74.0283,4387.7,408033,0.1171
520640,34.2081,69.5903,4102.81,457247,34.3553,73.9461,4333.91,400505,0.1232
524682,35.6194,68.1819,4087.8,349498,38.9717,70.6683,4682.69,432761,0.037
525190,35.7833,69.47,4086.03,159686,39.5156,70.1397,5231.82,419175,0.034
525190,35.7833,69.47,4086.03,243123,39.3469,70.1369,4982.79,400586,0.0407
534156,35.4706,67.2756,4053.28,325146,38.9722,68.5042,4752.35,404259,0.0411
535302,39.5994,68.8847,4049.02,458022,41.5703,73.6225,4331.04,456081,0.0479
535302,39.5994,68.8847,4049.02,517765,41.4981,72.907,4113.47,400023,0.081
536107,39.0942,68.7975,4046.17,212869,35.3686,68.7953,5067.99,414267,0.0311
536107,39.0942,68.7975,4046.17,250264,35.1544,68.4764,4962.85,439008,0.0234
536107,39.0942,68.7975,4046.17,269806,35.4344,69.2481,4908.34,408898,0.0348
536107,39.0942,68.7975,4046.17,299351,35.2875,68.7422,4825.3,423313,0.0267
536107,39.0942,68.7975,4046.17,310123,35.3439,68.9544,4794.76,417245,0.0291
536107,39.0942,68.7975,4046.17,312197,35.2425,68.6644,4788.99,428451,0.0251
536107,39.0942,68.7975,4046.17,377318,35.4586,69.1836,4601.39,405699,0.0336
536107,39.0942,68.7975,4046.17,460933,35.4192,69.0883,4320.73,409450,0.0298
536107,39.0942,68.7975,4046.17,491983,35.4128,68.7453,4208.19,409378,0.028
537333,35.5794,68.1992,4041.85,349498,38.9717,70.6683,4682.69,435858,0.035
542002,39.5364,68.4483,4024.79,436211,41.4114,72.9122,4407.85,431238,0.0646
542002,39.5364,68.4483,4024.79,488509,41.3825,72.8364,4220.67,424146,0.0673
561177,38.885,69.6911,3954.51,250264,35.1544,68.4764,4962.85,428599,0.0311
561177,38.885,69.6911,3954.51,284481,35.0833,68.3094,4867.37,440166,0.0269
561177,38.885,69.6911,3954.51,299351,35.2875,68.7422,4825.3,408775,0.0369
562918,35.6083,66.5275,3948.07,97267,39.1981,68.1953,5457.35,425461,0.0386
562918,35.6083,66.5275,3948.07,283879,39.0744,68.1456,4869.08,411080,0.0409
562918,35.6083,66.5275,3948.07,325146,38.9722,68.5042,4752.35,412874,0.0423
562918,35.6083,66.5275,3948.07,375937,39.0894,67.9925,4605.61,408150,0.039
562918,35.6083,66.5275,3948.07,387025,39.0339,67.9872,4570.93,402167,0.0418
562918,35.6083,66.5275,3948.07,411432,39.0881,67.9208,4492.08,406048,0.0386
562918,35.6083,66.5275,3948.07,461819,38.8494,68.4903,4317.46,400074,0.0457
571387,38.4428,67.3525,3916.15,62,36.2544,71.8417,7695.1,465404,0.0829
571387,38.4428,67.3525,3916.15,109,36.4328,71.83,7460.3,454045,0.0928
571387,38.4428,67.3525,3916.15,143,36.3761,71.8975,7383.07,462470,0.0837
571387,38.4428,67.3525,3916.15,610,36.1786,70.9831,6849.26,407966,0.1091
571387,38.4428,67.3525,3916.15,3257,36.2147,70.9794,6404.29,405182,0.1051
572565,35.5333,67.6275,3911.55,420215,38.4458,70.5186,4462.68,413247,0.0502
590356,35.3386,68.5242,3843.41,97267,39.1981,68.1953,5457.35,430141,0.0279
590356,35.3386,68.5242,3843.41,139596,39.1503,68.3186,5300.24,424231,0.0285
590356,35.3386,68.5242,3843.41,191141,39.1897,68.2936,5131.45,428708,0.0261
590356,35.3386,68.5242,3843.41,285451,39.0728,68.5625,4864.64,415237,0.0284
590356,35.3386,68.5242,3843.41,306952,39.2742,69.4325,4803.86,444923,0.0219
590356,35.3386,68.5242,3843.41,324184,39.1756,68.98,4754.96,428555,0.025
590356,35.3386,68.5242,3843.41,325146,38.9722,68.5042,4752.35,404041,0.0319
590356,35.3386,68.5242,3843.41,341869,39.1217,69.6481,4704.58,432258,0.0265
590356,35.3386,68.5242,3843.41,367006,39.0933,69.0186,4632.23,419790,0.0275
590356,35.3386,68.5242,3843.41,400830,39.2028,68.8069,4526.67,430406,0.0226
590356,35.3386,68.5242,3843.41,437384,38.9989,69.048,4403.81,409641,0.0301
590356,35.3386,68.5242,3843.41,454594,38.9764,68.3003,4343.35,404990,0.03
590356,35.3386,68.5242,3843.41,457180,39.0083,69.4717,4334.15,416589,0.0292
592438,38.9461,69.76,3835.36,212869,35.3686,68.7953,5067.99,406874,0.0389
592438,38.9461,69.76,3835.36,299351,35.2875,68.7422,4825.3,416698,0.033
592438,38.9461,69.76,3835.36,310123,35.3439,68.9544,4794.76,406855,0.0357
593978,38.7325,68.1311,3829.55,62,36.2544,71.8417,7695.1,427828,0.0987
593978,38.7325,68.1311,3829.55,109,36.4328,71.83,7460.3,414217,0.1119
599994,38.3844,67.5581,3805.9,62,36.2544,71.8417,7695.1,446669,0.0968
599994,38.3844,67.5581,3805.9,109,36.4328,71.83,7460.3,435196,0.108
599994,38.3844,67.5581,3805.9,143,36.3761,71.8975,7383.07,443636,0.098
600467,39.6014,68.5697,3803.87,436211,41.4114,72.9122,4407.85,418609,0.0718
600467,39.6014,68.5697,3803.87,488509,41.3825,72.8364,4220.67,411516,0.0747
600467,39.6014,68.5697,3803.87,517765,41.4981,72.907,4113.47,422737,0.0632
600467,39.6014,68.5697,3803.87,559621,41.4725,72.8475,3960.4,417023,0.0653
610176,35.45,67.9208,3765.48,139596,39.1503,68.3186,5300.24,412954,0.0333
645196,35.6819,66.2617,3625.16,97267,39.1981,68.1953,5457.35,426596,0.0377
645196,35.6819,66.2617,3625.16,139596,39.1503,68.3186,5300.24,426274,0.0377
645196,35.6819,66.2617,3625.16,237830,39.1481,68.1511,4997.58,419966,0.0371
645196,35.6819,66.2617,3625.16,325146,38.9722,68.5042,4752.35,416102,0.0404
645196,35.6819,66.2617,3625.16,367006,39.0933,69.0186,4632.23,450738,0.0273
645196,35.6819,66.2617,3625.16,375937,39.0894,67.9925,4605.61,408567,0.0385
645196,35.6819,66.2617,3625.16,387025,39.0339,67.9872,4570.93,402695,0.0412
645196,35.6819,66.2617,3625.16,461819,38.8494,68.4903,4317.46,403629,0.0437
654161,38.7597,69.5297,3588.29,250264,35.1544,68.4764,4962.85,411660,0.0347
658565,35.7147,66.1825,3570.44,97267,39.1981,68.1953,5457.35,426106,0.0382
658565,35.7147,66.1825,3570.44,237830,39.1481,68.1511,4997.58,419454,0.0376
658565,35.7147,66.1825,3570.44,325146,38.9722,68.5042,4752.35,416283,0.0407
658565,35.7147,66.1825,3570.44,387025,39.0339,67.9872,4570.93,402032,0.0419
658565,35.7147,66.1825,3570.44,461819,38.8494,68.4903,4317.46,403924,0.0439
659962,38.7647,68.2803,3564.84,62,36.2544,71.8417,7695.1,420167,0.0987
659962,38.7647,68.2803,3564.84,109,36.4328,71.83,7460.3,406182,0.1124
672669,32.6036,69.7039,3512.92,442010,34.2297,74.0283,4387.7,440154,0.0588
679091,35.8717,67.785,3485.67,227216,39.2711,69.5722,5027.1,409474,0.0407
679091,35.8717,67.785,3485.67,288989,39.2514,69.5617,4854.46,407104,0.0405
679091,35.8717,67.785,3485.67,306952,39.2742,69.4325,4803.86,405222,0.0399
679091,35.8717,67.785,3485.67,332009,39.2839,69.5142,4733.04,408852,0.0382
684792,38.6742,67.9675,3461.85,62,36.2544,71.8417,7695.1,435031,0.0903
684792,38.6742,67.9675,3461.85,109,36.4328,71.83,7460.3,421894,0.1025
685975,38.7844,69.0064,3456.94,250264,35.1544,68.4764,4962.85,406371,0.0326
685975,38.7844,69.0064,3456.94,284481,35.0833,68.3094,4867.37,416175,0.0291
687459,35.4525,64.7733,3450.62,571387,38.4428,67.3525,3916.15,403804,0.0428
687459,35.4525,64.7733,3450.62,599994,38.3844,67.5581,3805.9,409307,0.0411
692959,38.7044,69.4853,3427.86,250264,35.1544,68.4764,4962.85,404791,0.0363
702130,38.8117,68.6564,3389.67,250264,35.1544,68.4764,4962.85,406986,0.03
702130,38.8117,68.6564,3389.67,562918,35.6083,66.5275,3948.07,402985,0.0389
702130,38.8117,68.6564,3389.67,645196,35.6819,66.2617,3625.16,407447,0.0367
718924,38.6322,67.6511,3322.98,610,36.1786,70.9831,6849.26,401258,0.0971
734773,38.7636,69.9772,3261.78,250264,35.1544,68.4764,4962.85,422879,0.0307
739766,38.2886,67.1325,3243.19,610,36.1786,70.9831,6849.26,413769,0.1002
739766,38.2886,67.1325,3243.19,3257,36.2147,70.9794,6404.29,411169,0.0963
759769,35.7422,65.8392,3170.34,283879,39.0744,68.1456,4869.08,422791,0.0349
762620,38.9319,69.3397,3160.49,310123,35.3439,68.9544,4794.76,400425,0.0311
775285,35.4825,68.4764,3116.65,367006,39.0933,69.0186,4632.23,404354,0.029
775285,35.4825,68.4764,3116.65,401817,39.0483,69.1169,4523.39,400525,0.0304
797957,35.9072,65.8006,3043.5,285451,39.0728,68.5625,4864.64,428060,0.0355
797957,35.9072,65.8006,3043.5,325146,38.9722,68.5042,4752.35,416037,0.0406
797957,35.9072,65.8006,3043.5,367006,39.0933,69.0186,4632.23,453911,0.0258
797957,35.9072,65.8006,3043.5,461819,38.8494,68.4903,4317.46,404323,0.0438
797957,35.9072,65.8006,3043.5,702130,38.8117,68.6564,3389.67,409843,0.0348
300,30.3133,79.7775,7112.27,10,28.6981,83.4894,8135.91,401576,0.2271
37355,36.6725,78.0164,5797.67,29198,41.0594,77.6839,5875.08,488648,0.0221
37355,36.6725,78.0164,5797.67,30272,41.0036,77.6167,5864.22,482837,0.024
43663,36.7328,77.91,5744.99,29198,41.0594,77.6839,5875.08,481492,0.0236
43663,36.7328,77.91,5744.99,30272,41.0036,77.6167,5864.22,475568,0.0256
43663,36.7328,77.91,5744.99,43154,41.0281,77.3353,5749.17,480195,0.0245
49544,36.7169,77.9333,5701.35,29198,41.0594,77.6839,5875.08,483345,0.0229
49544,36.7169,77.9333,5701.35,30272,41.0036,77.6167,5864.22,477445,0.0249
49544,36.7169,77.9333,5701.35,43154,41.0281,77.3353,5749.17,482166,0.0238
49544,36.7169,77.9333,5701.35,47534,41.0808,77.6895,5715.79,485701,0.0214
58930,36.7883,77.3211,5641.23,29198,41.0594,77.6839,5875.08,475958,0.0252
58930,36.7883,77.3211,5641.23,30272,41.0036,77.6167,5864.22,469416,0.0271
58930,36.7883,77.3211,5641.23,43154,41.0281,77.3353,5749.17,471445,0.0248
58930,36.7883,77.3211,5641.23,47534,41.0808,77.6895,5715.79,478364,0.0237
58930,36.7883,77.3211,5641.23,56919,40.9639,77.472,5653.71,464488,0.027
58930,36.7883,77.3211,5641.23,57783,40.9544,77.4878,5648.5,463473,0.0274
58930,36.7883,77.3211,5641.23,58147,41.0797,77.7667,5646.08,478733,0.0234
62845,36.74,77.1603,5618.74,29198,41.0594,77.6839,5875.08,482424,0.0236
62845,36.74,77.1603,5618.74,30272,41.0036,77.6167,5864.22,475731,0.0255
62845,36.74,77.1603,5618.74,43154,41.0281,77.3353,5749.17,477054,0.0235
62845,36.74,77.1603,5618.74,47534,41.0808,77.6895,5715.79,484838,0.0221
62845,36.74,77.1603,5618.74,56919,40.9639,77.472,5653.71,470449,0.0255
62845,36.74,77.1603,5618.74,57783,40.9544,77.4878,5648.5,469476,0.0258
84040,36.865,77.7075,5513.46,29198,41.0594,77.6839,5875.08,466400,0.0264
84040,36.865,77.7075,5513.46,30272,41.0036,77.6167,5864.22,460258,0.0287
84040,36.865,77.7075,5513.46,43154,41.0281,77.3353,5749.17,464031,0.0278
84040,36.865,77.7075,5513.46,47534,41.0808,77.6895,5715.79,468777,0.0248
84040,36.865,77.7075,5513.46,56919,40.9639,77.472,5653.71,456231,0.0295
84040,36.865,77.7075,5513.46,57783,40.9544,77.4878,5648.5,455116,0.0298
84040,36.865,77.7075,5513.46,58147,41.0797,77.7667,5646.08,468680,0.0246
84040,36.865,77.7075,5513.46,60965,41.0175,77.4756,5629.57,462171,0.0272
84040,36.865,77.7075,5513.46,80609,40.965,77.4322,5529.04,456519,0.0288
106789,36.3664,71.1075,5419.02,97267,39.1981,68.1953,5457.35,405710,0.0852
116421,37.2483,76.4483,5382.5,29198,41.0594,77.6839,5875.08,436947,0.0441
116421,37.2483,76.4483,5382.5,30272,41.0036,77.6167,5864.22,429548,0.0475
116421,37.2483,76.4483,5382.5,43154,41.0281,77.3353,5749.17,427192,0.0455
116421,37.2483,76.4483,5382.5,47534,41.0808,77.6895,5715.79,439369,0.0416
116421,37.2483,76.4483,5382.5,56919,40.9639,77.472,5653.71,422482,0.0483
116421,37.2483,76.4483,5382.5,57783,40.9544,77.4878,5648.5,421738,0.0488
116421,37.2483,76.4483,5382.5,58147,41.0797,77.7667,5646.08,440917,0.0409
116421,37.2483,76.4483,5382.5,60965,41.0175,77.4756,5629.57,428369,0.045
116421,37.2483,76.4483,5382.5,80609,40.965,77.4322,5529.04,421898,0.0472
116421,37.2483,76.4483,5382.5,91686,40.9986,77.562,5480.7,427925,0.0446
116421,37.2483,76.4483,5382.5,108683,41.0517,77.7314,5411.79,437136,0.0406
116421,37.2483,76.4483,5382.5,108771,41.0222,77.4264,5411.5,428024,0.043
120303,36.9447,77.7306,5368.39,29198,41.0594,77.6839,5875.08,457551,0.0287
120303,36.9447,77.7306,5368.39,30272,41.0036,77.6167,5864.22,451436,0.0311
120303,36.9447,77.7306,5368.39,43154,41.0281,77.3353,5749.17,455335,0.0302
120303,36.9447,77.7306,5368.39,47534,41.0808,77.6895,5715.79,459926,0.0269
120303,36.9447,77.7306,5368.39,56919,40.9639,77.472,5653.71,447472,0.0319
120303,36.9447,77.7306,5368.39,57783,40.9544,77.4878,5648.5,446351,0.0322
120303,36.9447,77.7306,5368.39,58147,41.0797,77.7667,5646.08,459801,0.0265
120303,36.9447,77.7306,5368.39,60965,41.0175,77.4756,5629.57,453409,0.0295
120303,36.9447,77.7306,5368.39,80609,40.965,77.4322,5529.04,447779,0.0312
120303,36.9447,77.7306,5368.39,91686,40.9986,77.562,5480.7,451008,0.0291
120303,36.9447,77.7306,5368.39,108683,41.0517,77.7314,5411.79,456677,0.0261
135217,36.8592,77.63,5315.61,29198,41.0594,77.6839,5875.08,467063,0.0252
135217,36.8592,77.63,5315.61,30272,41.0036,77.6167,5864.22,460837,0.027
135217,36.8592,77.63,5315.61,43154,41.0281,77.3353,5749.17,464259,0.0263
135217,36.8592,77.63,5315.61,47534,41.0808,77.6895,5715.79,469448,0.0236
135217,36.8592,77.63,5315.61,56919,40.9639,77.472,5653.71,456626,0.0278
135217,36.8592,77.63,5315.61,57783,40.9544,77.4878,5648.5,455531,0.0281
135217,36.8592,77.63,5315.61,58147,41.0797,77.7667,5646.08,469446,0.0235
135217,36.8592,77.63,5315.61,60965,41.0175,77.4756,5629.57,462574,0.0257
135217,36.8592,77.63,5315.61,80609,40.965,77.4322,5529.04,456864,0.0272
135217,36.8592,77.63,5315.61,91686,40.9986,77.562,5480.7,460317,0.0253
135217,36.8592,77.63,5315.61,108683,41.0517,77.7314,5411.79,466266,0.0232
135217,36.8592,77.63,5315.61,128026,41.0622,77.7792,5340.87,467529,0.0226
140191,37.0103,77.2261,5298.15,29198,41.0594,77.6839,5875.08,451969,0.0321
140191,37.0103,77.2261,5298.15,30272,41.0036,77.6167,5864.22,445313,0.0343
140191,37.0103,77.2261,5298.15,43154,41.0281,77.3353,5749.17,446858,0.0316
140191,37.0103,77.2261,5298.15,47534,41.0808,77.6895,5715.79,454382,0.0302
140191,37.0103,77.2261,5298.15,56919,40.9639,77.472,5653.71,440132,0.0343
140191,37.0103,77.2261,5298.15,57783,40.9544,77.4878,5648.5,439145,0.0347
140191,37.0103,77.2261,5298.15,58147,41.0797,77.7667,5646.08,454895,0.0299
140191,37.0103,77.2261,5298.15,80609,40.965,77.4322,5529.04,440102,0.0333
140191,37.0103,77.2261,5298.15,91686,40.9986,77.562,5480.7,444426,0.0319
140191,37.0103,77.2261,5298.15,108683,41.0517,77.7314,5411.79,451494,0.0295
140191,37.0103,77.2261,5298.15,108771,41.0222,77.4264,5411.5,446437,0.03
140191,37.0103,77.2261,5298.15,128026,41.0622,77.7792,5340.87,453072,0.0287
144808,36.855,76.9042,5281.9,29198,41.0594,77.6839,5875.08,472337,0.026
144808,36.855,76.9042,5281.9,30272,41.0036,77.6167,5864.22,465396,0.0281
144808,36.855,76.9042,5281.9,43154,41.0281,77.3353,5749.17,465520,0.0262
144808,36.855,76.9042,5281.9,47534,41.0808,77.6895,5715.79,474760,0.0243
144808,36.855,76.9042,5281.9,56919,40.9639,77.472,5653.71,459519,0.0283
144808,36.855,76.9042,5281.9,57783,40.9544,77.4878,5648.5,458617,0.0286
144808,36.855,76.9042,5281.9,58147,41.0797,77.7667,5646.08,475638,0.024
144808,36.855,76.9042,5281.9,60965,41.0175,77.4756,5629.57,465476,0.0261
144808,36.855,76.9042,5281.9,80609,40.965,77.4322,5529.04,459285,0.0274
144808,36.855,76.9042,5281.9,91686,40.9986,77.562,5480.7,464242,0.026
144808,36.855,76.9042,5281.9,108683,41.0517,77.7314,5411.79,472094,0.0237
144808,36.855,76.9042,5281.9,108771,41.0222,77.4264,5411.5,465564,0.0247
144808,36.855,76.9042,5281.9,128026,41.0622,77.7792,5340.87,473889,0.0229
158489,37.8806,75.6392,5235.69,156942,41.0589,77.998,5240.57,407260,0.0673
161347,37.0964,76.5061,5226.29,29198,41.0594,77.6839,5875.08,452227,0.0353
161347,37.0964,76.5061,5226.29,30272,41.0036,77.6167,5864.22,444907,0.0381
161347,37.0964,76.5061,5226.29,47534,41.0808,77.6895,5715.79,454651,0.0332
161347,37.0964,76.5061,5226.29,56919,40.9639,77.472,5653.71,438055,0.0387
161347,37.0964,76.5061,5226.29,57783,40.9544,77.4878,5648.5,437282,0.0391
161347,37.0964,76.5061,5226.29,58147,41.0797,77.7667,5646.08,456073,0.0325
161347,37.0964,76.5061,5226.29,91686,40.9986,77.562,5480.7,443371,0.0356
161347,37.0964,76.5061,5226.29,108683,41.0517,77.7314,5411.79,452334,0.0323
161347,37.0964,76.5061,5226.29,128026,41.0622,77.7792,5340.87,454446,0.0312
161347,37.0964,76.5061,5226.29,156942,41.0589,77.998,5240.57,459022,0.0299
161347,37.0964,76.5061,5226.29,158583,41.0803,77.8947,5235.45,458895,0.0294
174762,36.6933,78.6328,5182.53,30272,41.0036,77.6167,5864.22,487282,0.0216
174762,36.6933,78.6328,5182.53,56919,40.9639,77.472,5653.71,485383,0.0216
174762,36.6933,78.6328,5182.53,57783,40.9544,77.4878,5648.5,484069,0.0219
174762,36.6933,78.6328,5182.53,80609,40.965,77.4322,5529.04,486227,0.0208
212001,37.9581,75.9753,5070.34,95457,36.5219,80.3145,5464.83,415937,0.1235
222924,36.9617,77.5408,5039.05,29198,41.0594,77.6839,5875.08,455810,0.0277
222924,36.9617,77.5408,5039.05,30272,41.0036,77.6167,5864.22,449486,0.0296
222924,36.9617,77.5408,5039.05,43154,41.0281,77.3353,5749.17,452511,0.0283
222924,36.9617,77.5408,5039.05,47534,41.0808,77.6895,5715.79,458202,0.026
222924,36.9617,77.5408,5039.05,56919,40.9639,77.472,5653.71,445063,0.0299
222924,36.9617,77.5408,5039.05,57783,40.9544,77.4878,5648.5,443991,0.0302
222924,36.9617,77.5408,5039.05,60965,41.0175,77.4756,5629.57,451019,0.0276
222924,36.9617,77.5408,5039.05,80609,40.965,77.4322,5529.04,445245,0.0292
222924,36.9617,77.5408,5039.05,91686,40.9986,77.562,5480.7,448886,0.0273
222924,36.9617,77.5408,5039.05,108683,41.0517,77.7314,5411.79,455084,0.0255
222924,36.9617,77.5408,5039.05,128026,41.0622,77.7792,5340.87,456419,0.0249
222924,36.9617,77.5408,5039.05,156942,41.0589,77.998,5240.57,457294,0.0248
222924,36.9617,77.5408,5039.05,158583,41.0803,77.8947,5235.45,458985,0.0239
223226,36.9122,78.1336,5038.32,29198,41.0594,77.6839,5875.08,462780,0.0265
223226,36.9122,78.1336,5038.32,30272,41.0036,77.6167,5864.22,457130,0.0287
223226,36.9122,78.1336,5038.32,43154,41.0281,77.3353,5749.17,462834,0.0272
223226,36.9122,78.1336,5038.32,47534,41.0808,77.6895,5715.79,465110,0.0248
223226,36.9122,78.1336,5038.32,56919,40.9639,77.472,5653.71,454143,0.0291
223226,36.9122,78.1336,5038.32,57783,40.9544,77.4878,5648.5,452925,0.0295
223226,36.9122,78.1336,5038.32,58147,41.0797,77.7667,5646.08,464486,0.0244
223226,36.9122,78.1336,5038.32,80609,40.965,77.4322,5529.04,454710,0.0284
223226,36.9122,78.1336,5038.32,91686,40.9986,77.562,5480.7,457063,0.0267
223226,36.9122,78.1336,5038.32,108683,41.0517,77.7314,5411.79,461600,0.0242
223226,36.9122,78.1336,5038.32,128026,41.0622,77.7792,5340.87,462472,0.0234
223226,36.9122,78.1336,5038.32,156942,41.0589,77.998,5240.57,461240,0.0225
223226,36.9122,78.1336,5038.32,158583,41.0803,77.8947,5235.45,463930,0.022
223226,36.9122,78.1336,5038.32,171389,40.9953,77.5114,5193.49,457192,0.0252
231513,36.7147,78.8061,5015.1,30272,41.0036,77.6167,5864.22,487881,0.0211
231513,36.7147,78.8061,5015.1,56919,40.9639,77.472,5653.71,486393,0.021
231513,36.7147,78.8061,5015.1,57783,40.9544,77.4878,5648.5,485046,0.0214
231513,36.7147,78.8061,5015.1,80609,40.965,77.4322,5529.04,487341,0.0203
243123,39.3469,70.1369,4982.79,212869,35.3686,68.7953,5067.99,457966,0.0275
248054,37.4139,76.3656,4969.23,30272,41.0036,77.6167,5864.22,413441,0.0536
248054,37.4139,76.3656,4969.23,156942,41.0589,77.998,5240.57,428972,0.0426
250662,39.3461,70.0108,4961.72,250607,35.4711,69.4342,4961.87,433876,0.0318
292336,38.2158,76.0558,4845.05,95457,36.5219,80.3145,5464.83,420787,0.1083
297792,38.3375,75.9008,4829.59,95457,36.5219,80.3145,5464.83,438843,0.0902
298264,38.3669,76.1178,4828.34,95457,36.5219,80.3145,5464.83,423437,0.1014
300113,36.9525,77.8961,4823.21,29198,41.0594,77.6839,5875.08,457033,0.0263
300113,36.9525,77.8961,4823.21,30272,41.0036,77.6167,5864.22,451107,0.0285
300113,36.9525,77.8961,4823.21,43154,41.0281,77.3353,5749.17,455767,0.0274
300113,36.9525,77.8961,4823.21,47534,41.0808,77.6895,5715.79,459392,0.0246
300113,36.9525,77.8961,4823.21,57783,40.9544,77.4878,5648.5,446387,0.0295
300113,36.9525,77.8961,4823.21,58147,41.0797,77.7667,5646.08,459059,0.0241
300113,36.9525,77.8961,4823.21,60965,41.0175,77.4756,5629.57,453464,0.0269
300113,36.9525,77.8961,4823.21,80609,40.965,77.4322,5529.04,447966,0.0284
300113,36.9525,77.8961,4823.21,91686,40.9986,77.562,5480.7,450830,0.0266
300113,36.9525,77.8961,4823.21,108683,41.0517,77.7314,5411.79,456031,0.0239
300113,36.9525,77.8961,4823.21,128026,41.0622,77.7792,5340.87,457089,0.0231
300113,36.9525,77.8961,4823.21,156942,41.0589,77.998,5240.57,456695,0.0226
300113,36.9525,77.8961,4823.21,158583,41.0803,77.8947,5235.45,458990,0.0216
300113,36.9525,77.8961,4823.21,171389,40.9953,77.5114,5193.49,450765,0.0252
309797,36.9925,77.3581,4795.74,29198,41.0594,77.6839,5875.08,453092,0.0279
309797,36.9925,77.3581,4795.74,30272,41.0036,77.6167,5864.22,446572,0.0299
309797,36.9925,77.3581,4795.74,43154,41.0281,77.3353,5749.17,448742,0.0275
309797,36.9925,77.3581,4795.74,47534,41.0808,77.6895,5715.79,455497,0.0262
309797,36.9925,77.3581,4795.74,56919,40.9639,77.472,5653.71,441708,0.0298
309797,36.9925,77.3581,4795.74,57783,40.9544,77.4878,5648.5,440685,0.0302
309797,36.9925,77.3581,4795.74,58147,41.0797,77.7667,5646.08,455842,0.026
309797,36.9925,77.3581,4795.74,80609,40.965,77.4322,5529.04,441768,0.0288
